Wrote more about this in @realclearpolicy:http://www.realclearpolicy.com/articles/2017/09/27/reinventing_washingtons_broken_budget_process_110369.html …	
Washington's broken budget process is a fraud on the #American people. It's time we deal w/ Budget Act that only worked 4 times in 42 yrs.pic.twitter.com/Pi9mvYdmbv	#American
Rex Tillerson will be instrumental in making bold changes to re-establish leadership & credibility around the world. @StateDeptpic.twitter.com/UvHfTsw9Ub	
It was an honor to attend @POTUS' @WhiteHouse #SupremeCourt nomination ceremony for Judge Neil Gorsuch.pic.twitter.com/mbTMprXsxq	#SupremeCourt
Judge Neil Gorsuch has led a remarkable career. I look forward to confirming his nomination. #SupremeCourt #Justicepic.twitter.com/EkkXt5Cn9Q	#SupremeCourt #Justicepic
Having trouble getting in touch w/ my office? You can reach me via info shared below. I appreciate you taking time to share your thoughts.pic.twitter.com/d4jRKDeIOt	
Secretary Elaine Chao has the experience & knowledge needed to provide @POTUS w/ sound advice on transportation. @USDOTpic.twitter.com/5Ucs0y5oij	
Like many Georgians, I have the utmost respect for Sally Yates, but I fully support @POTUS' action & effort to protect Americans. #gapolpic.twitter.com/OCYyRSE4Qm	#gapolpic
. @POTUS' recent action to #temporarily suspend refugee admissions to the U.S. directly deals with terror threats.pic.twitter.com/PrKoVhLx4e	#temporarily
Congrats to my friend, @GeorgiaGrown Commissioner Gary Black, on being named @GeorgiaTrend's "Georgian of the Year" #gapolpic.twitter.com/XPjppUGCCZ	#gapolpic
Proud to vote to confirm @nikkihaley as the Ambassador to the @UN.pic.twitter.com/5vjkgIV44r	
We finally have a @POTUS who has the guts to choose #American workers over special interests. #Keystonepic.twitter.com/yv89VMc8HM	#American #Keystonepic
Congratulations, @AtlantaFalcons! #RiseUphttps://twitter.com/atlantafalcons/status/823312005612400644 …	#RiseUphttps
Bonnie & I are praying for the families and victims of the severe storms in South Georgia.https://twitter.com/wsav/status/823194752476741635 …	
We must confirm key national security posts immediately. http://www.perdue.senate.gov/news/press-releases/senator-david-perdue-votes-to-confirm-national-security-cabinet-nominees …pic.twitter.com/jpVozWvOL6	
Special thanks to heroes who came to DC from GA to protect our Capitol during #Inauguration. Grateful for Officers Garmon, Poston, & Burt.pic.twitter.com/uTNyqN7Umk	#Inauguration
It is an honor to be at the #Inauguration this morning. Enormous moment of opportunity for our country. #USA	#Inauguration #USA
I could not be more proud of my cousin, Sonny, for being named the next Secretary of #Agriculture. #gapol #GeorgiaGrownpic.twitter.com/gzAtoarUvt	#Agriculture #gapol #GeorgiaGrownpic
Scott Pruitt has earned bipartisan respect & recognition as OK Attorney General. Great pick to lead #EPA.	#EPA
. @RepTomPrice will work to end #Washington's takeover of our health system. There is no doubt in my mind he is best to lead @HHSGov.pic.twitter.com/JshxdbDRED	#Washington
It is my hope that we will continue to strive for the peace, justice & understanding that Dr. King dedicated his life to. Happy MLK Day.pic.twitter.com/rFAhAg0Omt	
Great story abt #Georgia preschooler who read 1,000 books before Kindergarten, was Librarian of the Day @librarycongress. Way to go!pic.twitter.com/O1DSQBMv8T	#Georgia
Gen. Mattis & I agree #nationaldebt is greatest threat to #nationalsecurity. We must protect our country & not leave debt for our children.pic.twitter.com/dsfYjB0f0h	#nationaldebt #nationalsecurity
We are now one step closer to getting some real relief from this disastrous law. http://www.perdue.senate.gov/news/press-releases/senator-david-perdue-we-need-a-health-care-system-that-works … #Obamacare	#Obamacare
.@RepMickMulvaney is a great choice to lead us in a new direction as the Director of the #OMB. http://www.perdue.senate.gov/news/press-releases/senator-david-perdue-statement-on-meeting-with-congressman-mulvaney- …pic.twitter.com/ACEeNRgqdB	#OMB
General Mattis will be absolutely essential in helping #America w/ its global security crisis.pic.twitter.com/FjBg6ATkbP	#America
Today, #Congress made it official. The Electoral College's ballots were certified for @realDonaldTrump & @mike_pence.pic.twitter.com/q9vLTD2okU	#Congress
Joined @BillHemmer on @AmericaNewsroom via @FoxNews to preview @SASCMajority & discuss foreign #cyber threats, hacking attempts.pic.twitter.com/QoX43XiSv0	#cyber
. @RealBenCarson's heart for humanity is very impressive & he will bring that commitment to this new responsibility. http://www.perdue.senate.gov/news/press-releases/senator-david-perdue-statement-on-meeting-with-dr-ben-carson- …pic.twitter.com/2PjhPoEJEd	
Great to meet w/ @nikkihaley this afternoon. Read more about our visit here: http://www.perdue.senate.gov/news/press-releases/senator-david-perdue-statement-on-meeting-with-governor-nikki-haley … #UNpic.twitter.com/gb8qMwS1Wl	#UNpic
Congrats to @SenatorIsakson on officially being sworn-in to the 115th Congress this morning. Look forward to continuing to work w/ you.pic.twitter.com/iisNCVGO46	
. @realDonaldTrump's first 100 days in office are an enormous moment of opportunity to begin turning the page.http://dailysignal.com/2016/12/29/the-enormous-opportunity-of-trumps-presidency/ …	
Happy Birthday to my dear friend & colleague, @SenatorIsakson. I hope you have a wonderful day.pic.twitter.com/t7REkZ2Jkl	
May your Christmas be filled w/ happiness & hope. Let us not forget our women and men overseas. Merry Christmas from my family to yours.pic.twitter.com/x0yarVYLqB	
Wishing our friends in the Jewish community a safe and Happy Hanukkah this year.pic.twitter.com/eJTqB3m58F	
. @telegraphga shares a touching story about 300+ Georgians gathering to honor our heroes for #WreathsAcrossAmerica.http://www.macon.com/news/local/article121541387.html …	#WreathsAcrossAmerica
Reauthorizing @FLETC1 is key to ensuring federal law enforcement officials & first responders are adequately trained http://www.perdue.senate.gov/news/press-releases/isakson-perdue-carter-praise-passage-of-federal-law-enforcement-training-centers-reauthorization …pic.twitter.com/xrR8ISmJFV	
Looking fwd to hearing from Mr. Tillerson, examining goals for @StateDept & learning more about his perspective on global security crisis.pic.twitter.com/q4aBVohcWg	
. @NationalGuard, congratulations on 380 years & thank you for your service to our great country.pic.twitter.com/r9pHJ9WcmD	
Happy Birthday, Senator! We hope you have a great day with your family and friends. Thank you for always being a great boss. -Team Perduepic.twitter.com/hgdifNdNty	
Here we go again...For the 19th consecutive yr, Washington has not funded fed gov on time. This is ridiculous. My thoughts on new #CR:pic.twitter.com/4QESr9mlAF	#CR
Heartbroken for @GaSouthwestern as they deal w/ the aftermath of today's tragedy. Lifting up these officers' family & friends in prayer.pic.twitter.com/ygNx55SgND	
21st Century Cures Act lays the foundation for next generation of cures & treatment. #CuresNowpic.twitter.com/ujDOBaoh1f	#CuresNowpic
Today, we honor the lives lost on this day 75 years ago. We will never forget their service to our country. #PearlHarborRemembranceDaypic.twitter.com/oFwXaHVAUj	#PearlHarborRemembranceDaypic
Congratulations, Petty Officer 2nd Class Otazo. Thank you for your selfless service to our country. @GwinnettDailyhttp://www.gwinnettdailypost.com/local/lilburn-sailor-honored-as-angel-of-the-battlefield/article_9ea73b72-4245-543b-b891-dd208d071d63.html?utm_medium=social&utm_source=facebook&utm_campaign=user-share …	
. @POTUS never should have waived key sanctions on #Iran.pic.twitter.com/sOZTjVoErt	#Iran
Proud to join w/ @RedCross to show appreciation for our women & men in uniform for the holidays. #HolidaysforHeroespic.twitter.com/i47KrFdXlb	#HolidaysforHeroespic
Secretary Elaine Chao is the best choice to oversee modernization of our roads, airways, and bridges for @USDOT.pic.twitter.com/mNGw2l9DBg	
President-elect Trump's 100-day plan provides opportunity to work together to change the direction of our country.pic.twitter.com/KWFsLRO1OG	
. @RepTomPrice is the right choice to lead @HHSGov. Congratulations to my friend & fellow Georgian. #gapolpic.twitter.com/11YdBh3SsG	#gapolpic
Yesterday, I visited #GITMO detention facility. One thing is clear: it's positively irresponsible to release or transfer remaining detaineespic.twitter.com/qx4LtxEyhj	#GITMO
. @johnnyisakson @ChrisCoons & I are calling for "Driver Safe Sunday" for Sunday after #Thanksgiving.http://goldenisles.news/news/local_news/authorities-urge-caution-as-residents-go-over-the-river-and/article_28bd8cb3-4b4c-5b70-a69b-4a098c817644.html …	#Thanksgiving
National Geographic Traveler magazine named #Georgia a “Best of the World” destination. Read more via @AtlBizChron.http://www.bizjournals.com/atlanta/news/2016/11/17/national-geographic-traveler-names-georgia-one-of.html?ana=RSS%26s=article_search …	#Georgia
.@SenatorSessions is a natural fit to lead our nation's Justice Department. My statement below:pic.twitter.com/YCNpTyV287	
Support your local @GeorgiaGrown farmers this weekend in #Atlanta! #agriculture https://www.facebook.com/events/168417350288657/ …	#Atlanta #agriculture
My wife & I are continuously praying for Winston Hencely's speedy recovery.http://fox28media.com/news/local/effingham-county-soldier-injured-in-suicide-bombing-attack-in-afghanistan …	
Congratulations, @BORUSG!http://www.bizjournals.com/atlanta/news/2016/11/10/university-system-of-ge.html?ana=RSS%26s%3Darticle_search …	
Bonnie & I send our heartfelt prayers to Peach County Deputy Daryl Smallwood & family. Thank you for your service.http://www.macon.com/news/local/community/houston-peach/article114419653.html …	
We stop today to reflect on the sacrifices our veterans & their families have made. Happy #VeteransDay! https://www.youtube.com/watch?v=VHGogS97BZg&feature=youtu.be … #USApic.twitter.com/y2jryNkRbG	#VeteransDay #USApic
Happy Birthday, @USMC! Thank you for your tireless service. #SemperFihttps://www.marinecorpstimes.com/articles/marine-corps-241st-birthday …	#SemperFihttps
Happy Birthday, @RepRickAllen. Hope you've had a great day. #HBD	#HBD
Praying for the families of these fallen heroes. @ArmyTimeshttps://www.armytimes.com/articles/army-identifies-three-special-forces-soldiers-killed-in-jordan …	
It's past time we put patients back in charge of their health care decisions. #Obamacare @WSJopinionhttp://on.wsj.com/2em99Eq 	#Obamacare
#Obamacare has failed the very people this President claims to champion: the working women & men of America http://www.wtoc.com/story/33628869/aca-enrollment-underway-with-fewer-provider-options-in-georgia … @WTOC11	#Obamacare
Great news from @RobinsAFB_GA via @telegraphga. #AirForce #nationalsecurityhttp://www.macon.com/news/local/article112325542.html …	#AirForce #nationalsecurityhttp
Don't miss this great @nytfoodfeed article about @oliverfarm in Pitts. Proud of #Georgia #agriculture. @GeorgiaGrown @GaFarmBureau https://twitter.com/nytfoodfeed/status/793552707562803200 …	#Georgia #agriculture
#Georgia selected as #1 state to do business for the 4th year in a row! @AtlBizChron #gajobshttp://www.bizjournals.com/atlanta/news/2016/11/02/georgia-ranked-top-state-for-business-again.html?ana=twt …	#Georgia #1 #gajobshttp
Congratulations, #Shaw Industries! Flooring giant to open "Create Centre" in #Cartersville via @AtlBizChron. #gajobshttp://www.bizjournals.com/atlanta/news/2016/10/28/shaw-industries-plans-24-million-create-centre-in.html …	#Shaw #Cartersville #gajobshttp
ICYMI: @DailySignal shares why Washington should focus on next generation instead of next election. http://dailysignal.com/2016/10/26/this-senator-wants-to-make-career-politicians-obsolete-with-term-limits/ … #TermLimitspic.twitter.com/SdToLZYEtI	#TermLimitspic
#HillarysEmails show she acted w/ extreme carelessness. This behavior cannot be allowed to continue.pic.twitter.com/sZejHFjsQw	#HillarysEmails
To break through #gridlock, Washington needs a politically neutral #budget process that works.pic.twitter.com/jI1GnBST0V	#gridlock #budget
Seeking assistance with a federal agency? My team is here to help. #gapol #VA #passports http://www.perdue.senate.gov/news/press-releases/senator-david-perdue-announces-november-mobile-office-hours …pic.twitter.com/gCDpvXSOB5	#gapol #VA #passports
Happy #NavyDay to our women & men who courageously served in the @USNavy.https://twitter.com/senategop/status/791806930968780800 …	#NavyDay
. @BreitbartNews highlights why I think #termlimits will break the vicious cycle of gridlock.http://www.breitbart.com/big-government/2016/10/26/perdue-pushes-term-limits/ …	#termlimits
Great news from @SavannahNow. Congratulations, @GeorgiaSouthern. #GoEagleshttp://savannahnow.com/news/2016-10-26/georgia-southern-boasts-highest-enrollment-numbers-ever …	#GoEagleshttp
Congratulations, @DexterFowler!https://twitter.com/wsbtv/status/791017998404517888 …	
Great news from Lithia Springs! @Medline to bring 200 new jobs to #Georgia according to @AtlBizChron. #gajobshttp://www.bizjournals.com/atlanta/news/2016/10/24/medline-creates-200-new-jobs-in-lithia-springs.html …	#Georgia #gajobshttp
Congrats to @GeorgiaTech's very own Shane Kimbrough for the safe arrival to #ISS for your mission. http://www.news.gatech.edu/features/space-man …	#ISS
Happy Birthday to my friend, Prime Minister @Netanyahu. I hope you have a wonderful day.pic.twitter.com/MBw5ULVeWM	
Had a great time at @sunbeltagexpo in Moultrie today. GA agriculture is 2nd to none. #GeorgiaGrown #Georgiapic.twitter.com/Y4pmKrVQw3	#GeorgiaGrown #Georgiapic
Documents revealed #StateDept Under Secretary bribed & pressured #FBI to protect then-Secretary Hillary Clinton - absolutely inexcusable.pic.twitter.com/OXxvFWWlq9	#StateDept #FBI
. @JohnnyIsakson @JohnCornyn @tedcruz @marcorubio & I demand answers on aircraft sales to #IranAir w/ ties to terror. http://www.perdue.senate.gov/news/press-releases/senators-demand-answers-on-american-aircraft-sales-to-iranian-airline-with-ties-to-terrorism- …	#IranAir
please contact my casework team at (404) 865-0087.	
Obama Admin's failure to notify top U.S. military officials abt $1.7B cash ransom payment to #Iran is unacceptable. http://www.perdue.senate.gov/news/press-releases/senators-isakson-perdue-raise-concerns-over-17-billion-cash-payment-to-iran …	#Iran
Happy Birthday to my alma mater, @GeorgiaTech. Proud to be a Yellow Jacket. #TogetherWeSwarmpic.twitter.com/TKk42qGsOP	#TogetherWeSwarmpic
D.C. Circuit Court of Appeals ruled #CFPB to be unconstitutionally structured. My full statement here:pic.twitter.com/rURkS8018Z	#CFPB
Happy National Farmer's Day to all of #Georgia's excellent farmers. You make GA proud. @GeorgiaGrown @FarmMonitor #NationalFarmersDaypic.twitter.com/B6kl77XhcJ	#Georgia #NationalFarmersDaypic
Seeking federal assistance? Take a look at Team Perdue's Mobile Office Hours for October. #Georgia #gapol http://www.perdue.senate.gov/news/press-releases/senator-david-perdue-announces-october-mobile-office-hours …pic.twitter.com/2V5xbQ75cg	#Georgia #gapol
. @ajc: Today at noon, St. Simons Island residents are able to return home after #HurricaneMatthew.http://www.ajc.com/weather/hurricanes/beginning-noon-tuesday-simons-island-residents-can-return-home/hef1kKyCwAifr8BdoBc36H/ …	#HurricaneMatthew
